"","plot_keywords","genre","usa_gross_income","budget","language","country","avg_vote","reviews_from_critics","date_published","year","title_and_year"
"865","army|bomb|dangerous job|death|iraq","Drama, Thriller, War","$ 17017811","$ 15000000","English, Arabic","USA",7.6,410,"2008-10-10","2008","The Hurt Locker (2008)"
"866","animator|bamboo cane|cartoonist|sausage|slacker","Comedy","$ 14254993","$ 14000000","English","USA",4.6,87,"2001-04-20","2001","Freddy Got Fingered (2001)"
"867","battle|explosion|immortal|revenge|sequel to cult film","Action, Adventure, Fantasy","$ 12811858","$ 25000000","English, French, Scottish Gaelic","UK, USA, Luxembourg",4.6,99,"2000-09-01","2000","Highlander: Endgame (2000)"
"868","gangster|playing piano|song and dance|speakeasy|written and directed by cast member","Crime, Drama, Musical","$ 12571185","$ 15000000","English","USA",6.3,84,"2007-04-19","2007","Idlewild (2007)"
"869","23 year time span|accidental death|best friend|loss of loved one|male female friendship","Drama, Romance","$ 13843771","$ 15000000","English","USA, UK",7,222,"2011-11-11","2011","One Day (2011)"
"870","beauty pageant|friend|pageant|roller derby|texas","Drama, Sport","$ 13043363","$ 15000000","English","USA",6.9,197,"2009-10-02","2009","Whip It (2009)"
"871","apostrophe in title|critically bashed|hit on the head with a ball|punctuation in title|tyrannosaurus rex","Adventure, Comedy, Drama","$ 12218638","$ 15000000","English","Canada, USA",3.1,25,"1998-04-03","1998","Barney's Great Adventure (1998)"
"872","breasts|nipples visible through clothing|nudity|rear entry sex|white panties","Drama, Music","$ 9396870","$ 15000000","English","USA",6.9,199,"2007-03-02","2007","Black Snake Moan (2007)"
"873","gay|hot air balloon|rejecting a marriage proposal|talking to a dog|vomiting on someone","Comedy","$ 8600126","$ 20000000","English, Swedish, Spanish","USA, Germany",4.9,63,"2004-04-30","2004","Boat Trip (2004)"
"874","fight|florida|montana|owl|school","Adventure, Comedy, Family","$ 8117637","$ 15000000","English","USA",5.5,49,"2006-05-05","2006","Hoot (2006)"
"875","african american","Comedy, Romance","$ 9177065","$ 15000000","English","USA",5.3,41,"2013-05-10","2013","Peeples (2013)"
"876","corporate greed|corporation|natural gas|salesman|small town","Drama","$ 7597898","$ 15000000","English","USA, United Arab Emirates",6.6,246,"2013-02-14","2013","Promised Land (2013)"
"877","actor|detective sergeant|hotel|nightclub|thief","Action, Comedy, Crime","$ 4243756","$ 15000000","English","USA",7.5,235,"2005-12-02","2005","Kiss Kiss Bang Bang (2005)"
"878","amnesia|car accident|female protagonist|lesbian sex|loss of memory","Drama, Mystery, Thriller","$ 7220243","$ 15000000","English, Spanish, French","France, USA",8,318,"2002-02-15","2002","Mulholland Drive (2002)"
"879","35 mm digital camera|drugs|murder|train|travel","Crime, Drama, Mystery","$ 2206405","$ 15000000","English, Russian, Spanish, Mandarin, French","UK, Germany, Spain, Lithuania",6.7,131,"2008-10-24","2008","Transsiberian (2008)"
"880","breaking the fourth wall|looking at the camera|remake|serial killer|violence","Crime, Drama, Thriller","$ 1294919","$ 15000000","English","USA, France, UK, Austria, Germany, Italy",6.6,263,"2008-07-11","2008","Funny Games (2008)"
"881","art deco|bible quote|dance|silent film|worker","Animation, Adventure, Drama","$ 722932","$ 15000000","Japanese, French, German, Italian, Spanish, English, Russian","Japan",7.2,92,"2002-06-21","2002","Metropolis (2002)"
"882","black magic|china|love|refusal to kill|wuxia","Action, Drama, History","$ 632542","$ 15000000","Mandarin","Taiwan, China, Hong Kong, France",6.3,237,"2016-09-29","2016","The Assassin (2016)"
"883","berlin wall|germany|murder|soldier|specialist","Comedy, Crime, Drama","$ 354421","$ 15000000","English, Turkish","UK, Germany",6.8,101,"2005-07-15","2005","Buffalo Soldiers (2005)"
"884","boy|photograph|return|russian|wilderness","Comedy, Drama, Romance","$ 102171","$ 300000","English","USA",4.9,NA,"2006-01-21","2006","The Return (2006)"
"885","mushroom|mute|roman soldier|screaming|wood carving","Action, Drama, History","$ 123570","$ 12000000","English, Scottish Gaelic","UK, France, USA",6.4,215,"2010-04-23","2010","Centurion (2010)"
"886","housing project|letter|man with glasses|murder|subjective camera","Action, Crime, Drama","$ 30680","$ 15000000","English","USA",5.1,60,"2011-07-09","2011","The Son of No One (2011)"
"887","apostrophe in title|behind enemy lines|box office flop|gay interest|punctuation in title","Action, Comedy, Drama","$ 23662","$ 15000000","English, German, Italian","Germany, Austria, USA",4.8,20,"2001-12-13","2001","All the Queen's Men (2001)"
"888","commercial|dream|dreaming|girl|new york city","Comedy, Drama, Fantasy","$ 22441","$ 15000000","English, Italian","UK, Germany, USA",5.8,49,"2008-01-18","2008","The Good Night (2008)"
"889","betrayal|french revolution|friendship|poet|revolution","Biography, Drama","$ 5151","$ 15000000","English","UK",6.5,21,"2001-04-18","2001","Pandaemonium (2001)"
"890","male bonding|male friendship|male objectification|muscular|stripper","Comedy, Drama, Music","$ 66013057","$ 14800000","English","USA",5.6,238,"2015-09-24","2015","Magic Mike XXL (2015)"
"891","cotton|female frontal nudity|flogging|gangster|slavery","Drama","$ 78378","$ 14200000","English","Denmark, Sweden, Netherlands, France, Germany, UK, Italy, USA",7.3,139,"2005-10-28","2005","Manderlay (2005)"
"892","businessman|falling in love with a prostitute|hotel|prostitute|rich man poor woman","Comedy, Romance","$ 178406268","$ 14000000","English","USA",7,82,"1990-08-14","1990","Pretty Woman (1990)"
"893","basketball coach|box|jewish|rabbi|yard sale","Horror, Mystery, Thriller","$ 49130154","$ 14000000","English","USA, Canada",5.9,270,"2012-10-25","2012","The Possession (2012)"
"894","campus|death|friend|professor|urban legend","Horror, Mystery, Thriller","$ 38072438","$ 14000000","English","USA, Canada",5.6,126,"1999-01-29","1999","Urban Legend (1999)"
"895","british prime minister|female prime minister|politics|prime minister|told in flashback","Biography, Drama","$ 30017992","$ 13000000","English","UK, France",6.4,342,"2012-01-27","2012","The Iron Lady (2012)"
"896","african american|mail carrier|poetry|postal worker|south central los angeles","Drama, Romance","$ 27515786","$ 14000000","English","USA",6.1,16,"1993-07-23","1993","Poetic Justice (1993)"
"897","black comedy|bounty hunter|diamond|machismo|money","Action, Comedy, Crime","$ 25916319","$ 15000000","English, French","USA, Germany",5.9,41,"2002-03-08","2002","All About the Benjamins (2002)"
"898","flashback|lifting someone into the air|paranormal phenomena|voice over letter|year 1818","Drama, History, Horror","$ 16298046","$ 14000000","English","UK, Canada, Romania, USA",5.1,130,"2006-04-14","2006","An American Haunting (2006)"
"899","college|college roommate|party|roommate|student","Comedy","$ 15064946","$ 14000000","English","USA",6.1,27,"1998-08-21","1998","Dead Man on Campus (1998)"
"900","argument|birthday|bully|coming of age|semi autobiographical","Comedy, Drama","$ 13642861","$ 14000000","English, Italian, Spanish","USA",7,35,"1994-05-13","1994","Crooklyn (1994)"
"901","jason voorhees|lake|machete|scientist|slasher","Action, Horror, Sci-Fi","$ 13121555","$ 11000000","English","Canada, USA",4.4,222,"2004-06-25","2004","Jason X (2004)"
"902","brunette|film producer|liar|prank|stunt","Adventure, Comedy, Family","$ 48360547","$ 15000000","English","USA, Germany",5.4,70,"2002-02-08","2002","Big Fat Liar (2002)"
"903","campaign|chess|friend|hotel|senator","Biography, Drama, History","$ 11242801","$ 14000000","English, Spanish","USA",7,194,"2007-01-19","2007","Bobby (2007)"
"904","adult humor|best friend|friend|halloween|teenage girl","Adventure, Comedy","$ 9409538","$ 14000000","English","USA",5.4,77,"2012-10-26","2012","Fun Size (2012)"
"905","adulterous wife|bar|dysfunctional marriage|sex offender|suburb","Comedy, Drama, Romance","$ 5463019","$ 26000000","English","USA",7.5,247,"2007-02-09","2007","Little Children (2007)"
"906","college|college campus|gossip|rape|sex","Drama, Mystery, Thriller","$ 5108820","$ 24000000","English, Italian","USA",5.9,67,"2000-08-18","2000","Gossip (2000)"
"907","attack|coach|colonel|jail|oil refinery","Biography, Drama, History","$ 4299773","$ 14000000","English, Afrikaans, Zulu, Portuguese","France, UK, South Africa, USA",6.7,110,"2006-10-27","2006","Catch a Fire (2006)"
"908","18th century|ambassador|french revolution|friendship|thomas jefferson","Biography, Drama, History","$ 2473668","$ 14000000","English, French","USA, France",5.7,20,"1995-05-19","1995","Jefferson in Paris (1995)"
"909","jesuit|jew|pope|priest|ss","Biography, Crime, Drama","$ 274299","FRF 103000000","English, French, Italian, German","France, Germany, Romania",7.2,72,"2002-04-19","2002","Amen. (2002)"
"910","accident|bus|loss of virginity|new york city|virginity","Drama","$ 46495","$ 14000000","English","USA",6.4,126,"2012-06-01","2012","Margaret (2012)"
"911","alien|desire|female nudity|male frontal nudity|scotland","Drama, Horror, Sci-Fi","$ 2614251","$ 13300000","English","UK, USA, Switzerland",6.3,506,"2014-08-28","2014","Under the Skin (2014)"
"912","mafia|mafia boss|mafiosi|mafioso|three word title","Comedy, Crime, Romance","$ 164247","$ 13400000","English","South Korea, USA",3.6,5,"2010-12-29","2010","The Last Godfather (2010)"
"913","law enforcement|police|robocop|robot|technology","Action, Crime, Sci-Fi","$ 58607007","$ 100000000","English, Persian, Ukrainian","USA",6.1,523,"2014-02-06","2014","RoboCop (2014)"
"914","dance|dancing|ghetto|hip hop|imperative in title","Drama, Music, Romance","$ 91057006","$ 13000000","English","USA",6.2,91,"2001-09-07","2001","Save the Last Dance (2001)"
"915","bullying|grumpy old man|school presentation|stroke|stroke recovery","Comedy, Drama","$ 44137712","$ 13000000","English, Spanish","USA",7.2,271,"2014-12-18","2014","St. Vincent (2014)"
"916","bedroom|boyfriend girlfriend relationship|hug|interrupted sex|urban setting","Comedy, Romance","$ 48637684","$ 12500000","English","USA",6.1,90,"2014-02-14","2014","About Last Night (2014)"
"917","blackout|child pornography|memory|surprise ending|time travel","Drama, Sci-Fi, Thriller","$ 57938693","$ 13000000","English","USA, Canada",7.6,179,"2004-02-27","2004","The Butterfly Effect (2004)"
"918","meteorologist|snow|snowed in|snowplow|weather","Adventure, Comedy, Family","$ 60020107","$ 13000000","English","USA",5.1,35,"2000-12-01","2000","Snow Day (2000)"
"919","christmas|family home|musician|piano|secret","Comedy, Drama, Romance","$ 49121934","$ 13000000","English","USA",6.3,36,"2007-12-07","2007","This Christmas (2007)"
"920","desperation|fog|giant insect|survival|survival horror","Horror, Sci-Fi, Thriller","$ 25594957","$ 18000000","English","USA",7.1,362,"2008-10-10","2008","The Mist (2008)"
"921","artificial intelligence|robot|robot human relationship|turing test|video surveillance","Drama, Sci-Fi, Thriller","$ 25442958","$ 15000000","English","UK",7.7,428,"2015-07-30","2015","Ex Machina (2015)"
"922","alien|bar|construction worker|no opening credits|no title at beginning","Adventure, Family, Sci-Fi","$ 38934842","$ 13000000","English","USA",5.8,115,"2014-07-02","2014","Earth to Echo (2014)"
"923","congressman|high school|latino|pacific palisades|school","Drama, Romance","$ 16937988","$ 13000000","English","USA",6.5,85,"2001-09-14","2001","Crazy/Beautiful (2001)"
"924","bank|fbi|fuel|rocket|space travel","Adventure, Drama, Sci-Fi","$ 11003643","$ 13000000","English, Spanish","USA",6.3,110,"2007-02-23","2007","The Astronaut Farmer (2007)"
"925","based on novel|escape|imprisonment|kidnapping|mother son relationship","Drama, Mystery","$ 5228","","English","USA",4.4,14,"2005-01-01","2005","Room (2005)"
"926","based on novel|escape|imprisonment|kidnapping|mother son relationship","Drama, Thriller","$ 14677654","$ 13000000","English","Canada, Ireland, UK, USA",8.1,479,"2016-03-03","2016","Room (2016)"
"927","cigarette smoking|hand on butt|niagara falls|plastic bubble|wedding","Adventure, Comedy, Romance","$ 5007898","$ 13000000","English","USA",5.6,47,"2001-08-24","2001","Bubble Boy (2001)"
"928","bank|bank clerk|birthday|mail order bride|russian","Comedy, Crime, Thriller","$ 5142576","$ 13000000","English, Russian","UK, USA",6.1,110,"2002-01-25","2002","Birthday Girl (2002)"
"929","baby|divorce|oscar wilde|pigalle|tourist","Comedy, Drama, Romance","$ 4899278","$ 13000000","French, English, Spanish, Mandarin, Arabic","France, Liechtenstein, Switzerland, Germany, USA",7.2,164,"2006-06-21","2006","Paris, je t'aime (2006)"
"930","afghanistan|death of soldier|presumed dead|prisoner|war trauma","Action, Drama, Thriller","$ 28544157","$ 26000000","English","USA",7.1,221,"2009-12-23","2009","Brothers (2009)"
"931","afghanistan|death of soldier|presumed dead|prisoner|war trauma","Action, Drama, Sport","$ 613775","$ 10205000","Hindi, English","India, USA",6.5,33,"2015-08-14","2015","Brothers (2015)"
"932","blood|book|cold calculation|murder|writer","Crime, Drama, Romance","$ 429148","","English","USA",3.9,18,"2020-06-12","2020","Infamous (2020)"
"933","evil|injury|possession|priest|vatican","Horror, Thriller","$ 1784763","$ 8000000","English, Aramaic","USA",4.8,106,"2016-01-07","2016","The Vatican Tapes (2016)"
"934","911 operator|calling 911|die hard scenario|head held underwater|white villain","Crime, Drama, Horror","$ 51872378","$ 13000000","English","USA",6.7,291,"2013-09-17","2013","The Call (2013)"
"935","black american|extortion|navy|psychiatrist|sailor","Biography, Drama","$ 21078145","$ 12500000","English, Japanese","USA",7.3,118,"2003-05-23","2003","Antwone Fisher (2003)"
"936","deputy|murder|revenge|sheriff|texas","Crime, Drama, Thriller","$ 217277","$ 13000000","English","UK, Sweden, Canada, USA",6.1,227,"2010-11-26","2010","The Killer Inside Me (2010)"
"937","ends with quotation|execution|factory|women's prison|year 1964","Crime, Drama, Musical","$ 4184036","$ 12800000","English, German, Czech","Denmark, Germany, Netherlands, Italy, USA, UK, France, Sweden, Finland, Iceland, Argentina, Norway, Taiwan, Belgium",8,133,"2000-10-18","2000","Dancer in the Dark (2000)"
"938","australia|church|glass|inheritance|wager","Drama, Romance","$ 1897404","AUD 16000000","English, French","USA, Australia, UK",6.6,29,"1997-12-31","1997","Oscar and Lucinda (1997)"
"939","aging|hdtv|high definition television|love|marriage","Comedy, Drama, Romance","$ 4360548","$ 15000000","English, Spanish","USA",6.3,117,"2010-06-25","2010","Solitary Man (2010)"
"940","machete|mexican|mexico|priest|texas","Action, Crime, Thriller","$ 26593646","$ 10500000","English, Spanish, Hungarian","USA",6.6,412,"2011-05-06","2011","Machete (2011)"
"941","advice|black romance|hip hop|reading a book|sex scene","Comedy, Romance","$ 91547205","$ 12000000","English","USA",6.6,77,"2012-04-20","2012","Think Like a Man (2012)"
"942","mission|navy seal|terrorist|torture|valor","Action, Adventure, Thriller","$ 70012847","$ 12000000","English, Russian, Spanish","USA",6.5,218,"2012-04-04","2012","Act of Valor (2012)"
"943","dance|dancer|school|showcase|student","Crime, Drama, Music","$ 65328121","$ 12000000","English","USA",6.5,101,"2007-01-26","2007","Step Up (2007)"
"944","arms dealer|atf|bail|money|multiple perspectives","Crime, Drama, Thriller","$ 39673162","$ 12000000","English","USA",7.5,174,"1998-03-27","1998","Jackie Brown (1998)"
"945","found footage|high school|subjective camera|teen angst|troubled teen","Drama, Sci-Fi, Thriller","$ 64575175","$ 12000000","English","USA",7,427,"2012-05-09","2012","Chronicle (2012)"
"946","insanity|photo lab|photo shop|photography|voyeur","Drama, Thriller","$ 31597131","$ 12000000","English","USA",6.8,214,"2002-10-18","2002","One Hour Photo (2002)"
"947","cellular memory|eye|eye transplant|seeing dead people|violinist","Horror, Mystery","$ 512049","SGD 4500000","Cantonese, Thai, Mandarin, English, Hakka","Hong Kong, Singapore",6.7,86,"2003-05-16","2003","The Eye (2003)"
"948","cellular memory|eye|eye transplant|seeing dead people|violinist","Drama, Horror, Mystery","$ 31418697","$ 12000000","English, Spanish","USA, Canada",5.4,172,"2008-04-04","2008","The Eye (2008)"
"949","casino|espionage|free running|james bond|terrorist","Action, Adventure, Thriller","$ 167445960","$ 150000000","English, Serbian, German, Italian, French","UK, Czech Republic, USA, Germany, Bahamas",8,350,"2007-01-05","2007","Casino Royale (2007)"
"950","art|bisexual|marriage|pain|revolutionary","Biography, Drama, Romance","$ 25885000","$ 12000000","English, French, Russian","Mexico, USA, Canada",7.4,130,"2003-01-17","2003","Frida (2003)"
"951","bare breasts|celebrity|in medias res|reference to planet of the apes|sex talk","Comedy, Romance","$ 25317471","$ 12000000","English","USA",6.4,164,"2014-12-12","2014","Top Five (2014)"
"952","catholic|convent|gay love|gay relationship|irish adoption board","Biography, Comedy, Drama","$ 37709979","$ 12000000","English","UK, USA, France",7.6,355,"2013-12-19","2013","Philomena (2013)"
"953","beach|love|mermaid|storm|swimming","Comedy, Family, Fantasy","$ 18597342","$ 12000000","English","USA",5.3,68,"2006-06-23","2006","Aquamarine (2006)"
"954","aging|billings montana|lincoln nebraska|nebraska|pickup truck","Adventure, Comedy, Drama","$ 17654912","$ 12000000","English, Spanish","USA",7.7,447,"2014-01-16","2014","Nebraska (2014)"
"955","car damage|computer printer|female band|fingernail polish|narcissism","Comedy, Drama","$ 16311571","$ 12000000","English","USA",6.2,343,"2012-03-09","2012","Young Adult (2012)"
"956","assassin|cult film|doctor|heart|poison","Action, Crime, Thriller","$ 27838408","$ 12000000","English, Spanish, Korean","USA",6.9,175,"2007-07-27","2007","Crank (2007)"
"957","breaking the fourth wall|doorman|friend|party|sex","Comedy","$ 14009368","","English","USA",5.4,11,"1997-08-06","1997","How to Be a Player (1997)"
"958","college|cruise|drag|female armpit hair|sorority","Comedy","$ 10200032","$ 12000000","English, Indonesian","USA",5.5,53,"2002-03-22","2002","Sorority Boys (2002)"
"959","1950s|jazz|jazz music|sex|title directed by female","Biography, Drama, Music","$ 8195551","$ 12000000","English","USA",7,84,"2009-05-29","2009","Cadillac Records (2009)"
"960","actor|internet|make up|publicist|purim","Comedy","$ 5549923","$ 12000000","English, French","USA",6.3,120,"2006-11-22","2006","For Your Consideration (2006)"
"961","celebrity|journalist|lesbian kiss|strong female character|tv producer","Comedy, Drama","$ 5078660","$ 12000000","English","USA",6.3,76,"1998-12-19","1998","Celebrity (1998)"
"962","bar|florida|love|spring break|waitress","Comedy, Musical, Romance","$ 4928883","$ 12000000","English","USA",2.1,62,"2003-06-20","2003","From Justin to Kelly (2003)"
"963","blow job|female rear nudity|female removes her clothes|oral sex|three of spades tattoo","Mystery, Thriller","$ 4750602","$ 12000000","English","UK, Australia, France, USA",5.3,122,"2003-12-19","2003","In the Cut (2003)"
"964","jewish|love|married man|neighbor|photograph","Drama, Romance","$ 3149034","$ 9800000","English","USA, France",7,193,"2009-03-27","2009","Two Lovers (2009)"
"965","daughter|han river|monster|river|seoul","Action, Drama, Horror","$ 2201923","KRW 12215500000","Korean, English","South Korea",7.1,399,"2006-07-27","2006","The Host (2006)"
"966","daughter|han river|monster|river|seoul","Action, Adventure, Drama","$ 26627201","$ 40000000","English","USA, Switzerland, UK",5.9,284,"2013-03-28","2013","The Host (2013)"
"967","drugs|high school|prescription drugs|private school|student","Comedy, Drama, Romance","$ 3951699","$ 12000000","English","USA, Canada",7,125,"2008-05-30","2008","Charlie Bartlett (2008)"
"968","book|boy|catholic|comic book|friend","Comedy, Drama","$ 1815864","$ 12000000","English","USA",7,80,"2002-10-04","2002","The Dangerous Lives of Altar Boys (2002)"
"969","death|hitchcockian|psychopath|sociopath|vomiting","Drama, Mystery, Thriller","$ 1714221","$ 12000000","English, French, Italian","UK, USA",6.8,457,"2013-06-20","2013","Stoker (2013)"
"970","number in title|train|woman slaps a man|woman slaps man|written by director","Drama, Romance, Sci-Fi","$ 1444588","$ 12000000","Cantonese, Japanese, Mandarin","Hong Kong, China, France, Italy, Germany",7.4,196,"2004-10-29","2004","2046 (2004)"
"971","africa|bed|boy|cheetah|south africa","Adventure, Drama, Family","$ 870067","$ 12000000","English","USA",7.2,37,"2005-07-22","2005","Duma (2005)"
"972","celtic mythology|cottage|fisherman|irish|selkie","Drama, Mystery, Romance","$ 550472","$ 12000000","English, Romanian, French","Ireland, USA",6.8,121,"2010-03-05","2010","Ondine (2010)"
"973","gang|gangster|subjective camera|written and directed by cast member|yakuza","Crime, Drama, Thriller","$ 450594","$ 10000000","English, Japanese, Italian, Spanish","USA, UK, Japan",7.2,79,"2000-11-24","2000","Brother (2000)"
"974","boxing knockout|heist|implied sex|keys|prison","Comedy, Crime","$ 336620","$ 12000000","English","USA, Germany",6.4,69,"2003-06-06","2003","Welcome to Collinwood (2003)"
"975","dog|marriage|search|wedding|woods","Comedy, Drama, Romance","$ 793815","","English","USA",5.1,60,"2012-05-24","2012","Darling Companion (2012)"
"976","friend|girl|mexico city|new jersey|sex","Crime, Drama, Thriller","$ 214307","$ 12000000","English, Spanish, Polish, Russian","Germany, USA, Mexico",7.4,52,"2007-10-18","2007","Trade (2007)"
"977","alien friendship|alien invasion|australia|flying car|mother daughter relationship","Drama","$ 9478","$ 500000","","USA",5.8,8,"2008-08-23","2008","Home (2008)"
"978","cameraman|epic battle|journalist|south ossetia|street shootout","Action, Drama, War","$ 17479","$ 12000000","English","Georgia, USA",5.6,76,"2011-06-06","2011","5 Days of War (2011)"
"979","","Drama","$ 14616","$ 120000","English","USA",6.3,2,"2015-11-11","2015","10 Days in a Madhouse (2015)"
"980","cat|cemetery|maine|secret|woods","Horror, Mystery, Thriller","$ 54724696","$ 21000000","English","USA, Canada",5.7,326,"2019-05-09","2019","Pet Sematary (2019)"
"981","bible|key|poverty|slum|wallet","Adventure, Crime, Drama","$ 17484","","Portuguese, English","UK, Brazil, Germany",7.2,107,"2014-11-27","2014","Trash (2014)"
"982","basketball|curtain call|graduation|high school|high school senior","Comedy, Drama, Family","$ 90559416","$ 11000000","English","USA",4.8,131,"2008-10-31","2008","High School Musical 3: Senior Year (2008)"
"983","boxer|boxing|boxing match|crack cocaine|lowell massachusetts","Biography, Drama, Sport","$ 93617009","$ 25000000","English","USA",7.8,416,"2011-03-04","2011","The Fighter (2011)"
"984","deception|flash photography|game of death|jigsaw|pig mask","Horror, Mystery","$ 27693292","$ 11000000","English","Canada, USA, Australia",6,168,"2010-06-04","2010","Saw VI (2010)"
"985","1950s|immigrant|irish|irish accent|torn between two worlds","Drama, Romance","$ 38322743","$ 11000000","English, Latin, Irish","UK, Canada, Ireland, USA",7.5,299,"2016-03-17","2016","Brooklyn (2016)"
"986","alaska|mountain|ski resort|snowboard|snowboarding","Comedy, Sport","$ 13906394","$ 24000000","English","USA",6.4,36,"2002-06-07","2002","Out Cold (2002)"
"987","black pantyhose|female stockinged legs|pantyhose|radio|tattoo","Comedy","$ 13616610","$ 24000000","English","USA",5.2,56,"2000-10-13","2000","The Ladies Man (2000)"
"988","divorced couple|opera|reference to giuseppe verdi|retirement|senility","Comedy, Drama","$ 18390117","$ 11000000","English, Italian, Polish, French","UK",6.8,182,"2013-01-24","2013","Quartet (2013)"
"989","art|jewish|justice|nazi|theft","Biography, Drama, History","$ 33307793","$ 11000000","English, German, Hebrew","UK",7.3,213,"2015-10-15","2015","Woman in Gold (2015)"
"990","professor|research|sex|sexuality|student","Biography, Drama, Romance","$ 10254979","$ 11000000","English","USA, Germany",7,192,"2005-03-18","2005","Kinsey (2005)"
"991","blackmail|fall|love|nerd|scam","Comedy, Romance","$ 5285941","$ 14000000","English","Canada, USA",5.4,64,"2002-02-01","2002","Slackers (2002)"
"992","1st century|based on the bible|miracle|religion|resurrection","Biography, Drama, History","$ 4069090","$ 10000000","English","Canada, UK",7.7,25,"2003-11-14","2003","The Visual Bible: The Gospel of John (2003)"
"993","anal sex|death|dream|poem|sex","Comedy, Musical, Romance","$ 557471","","English","USA",6.3,90,"2006-05-05","2006","Romance & Cigarettes (2006)"
"994","ghost|haunted|haunting|house|paranormal investigator","Horror, Thriller","$ 47425125","$ 35000000","English","USA, Canada",4.9,287,"2015-07-02","2015","Poltergeist (2015)"
"995","brighton|catholic|gang|prayer|waitress","Crime, Drama, Thriller","$ 229653","$ 12000000","English","UK, France",5.7,137,"2011-02-04","2011","Brighton Rock (2011)"
"996","camp|fishing|fishing trip|river|town","Crime, Drama, Mystery","$ 400438","AUD 15000000","English, Irish, Aboriginal","Australia",6.3,75,"2006-07-20","2006","Jindabyne (2006)"
"997","alien infection|astronaut|mars|mission|zombie","Adventure, Horror, Sci-Fi","$ 24084","GBP 7000000","English","UK, Ireland",5.5,132,"2013-09-19","2013","The Last Days on Mars (2013)"
"998","9 year old|blood|gramophone|house|missing children","Horror","$ 22163442","$ 10600000","English","USA, Spain",5.5,111,"2003-01-10","2003","Darkness (2003)"
"999","butterfly|entomologist|morpho butterfly|rain|rain forest","Drama, Adventure","$ 1755355","CAD 12500000","English, Spanish, French","Canada, USA, UK",6.3,19,"2004-08-26","2004","The Blue Butterfly (2004)"
"1000","bad luck|casino|lie|mix up|stutter","Comedy","$ 1183658","","Hindi, Gujarati","India",5.4,10,"2010-04-30","2010","Housefull (2010)"
"1001","massacre|mormon|settler|utah|wagon train","Drama, History, Romance","$ 1066555","$ 11000000","","USA, Canada",5.8,40,"2007-08-24","2007","September Dawn (2007)"
"1002","abuse|african american lesbian|lesbian|lesbian couple|school","Drama","$ 47566524","$ 10000000","English, Italian","USA",7.3,332,"2010-11-26","2010","Precious (2010)"
"1003","detective|fbi|rape|rapist|serial rapist","Horror, Mystery, Thriller","$ 63300095","$ 10000000","English","Canada, USA",5.9,206,"2008-04-30","2008","Saw IV (2008)"
"1004","american|curse|japan|nurse|rage","Horror, Mystery, Thriller","$ 110359362","$ 10000000","English, Japanese","USA, Japan",5.9,218,"2005-01-05","2005","The Grudge (2005)"
"1005","american|curse|japan|nurse|rage","Horror, Mystery","$ 21221803","$ 10000000","English","USA, Canada",4.2,178,"2020-03-05","2020","The Grudge (2020)"
"1006","animate doll|doll|england|nanny|surprise ending","Horror, Mystery, Thriller","$ 35819556","$ 10000000","English","USA, Canada, China",6,210,"2016-05-12","2016","The Boy (2016)"
"1007","devil|elevator|hit and run|throat slitting|trapped in an elevator","Horror, Mystery, Thriller","$ 33601190","$ 10000000","English, Ukrainian, Spanish","USA",6.2,278,"2010-11-12","2010","Devil (2010)"
"1008","apartment|christmas|christmas present|rent|security guard","Comedy, Drama","$ 33253609","$ 10000000","English","USA",5.8,27,"2002-11-22","2002","Friday After Next (2002)"
"1009","abortion|abortion clinic|angel|church|clinic","Adventure, Comedy, Drama","$ 30652890","$ 10000000","English","USA",7.3,192,"2003-06-27","2003","Dogma (2003)"
"1010","deputy|farmhouse|nightmare|private investigator|rural","Horror, Mystery, Thriller","$ 27740955","$ 10000000","English","USA, UK, Canada",5.3,213,"2015-09-03","2015","Sinister 2 (2015)"
"1011","1970s|boy|competition|roller skates|tubesocks","Comedy, Drama, Music","$ 17380866","","English","USA",6.1,49,"2006-03-17","2006","Roll Bounce (2006)"
"1012","coming of age|friendship|private school|student|teacher","Comedy, Drama, Romance","$ 17105219","$ 9000000","English, Spanish, Latin, French","USA",7.7,190,"1999-02-19","1999","Rushmore (1999)"
"1013","apartment|blue light|drawing|group of friends|light","Action, Sci-Fi, Thriller","$ 21393620","$ 10000000","English","USA",4.4,228,"2011-01-14","2011","Skyline (2011)"
"1014","boarding house|girl|great depression|house|ohio","Comedy, Drama, Family","$ 17657973","$ 10000000","English","USA, Canada",6.5,73,"2008-07-02","2008","Kit Kittredge: An American Girl (2008)"
"1015","e mail|moving|perfect man|secret admirer|suitor","Comedy, Family, Romance","$ 16535005","$ 10000000","English","USA",5.5,62,"2005-06-17","2005","The Perfect Man (2005)"
"1016","comeback|friend|jazz|stage|trumpet","Drama, Music, Romance","$ 16153593","$ 10000000","English","USA",6.6,31,"1990-11-16","1990","Mo' Better Blues (1990)"
"1017","desert|giant worm|monster|pipe bomb|small town","Comedy, Horror","$ 16667084","$ 11000000","English","USA",7.1,166,"1990-01-19","1990","Tremors (1990)"
"1018","14 year old|boat|bounty hunter|boy|river","Drama","$ 21590086","$ 10000000","English","USA",7.4,391,"2014-08-28","2014","Mud (2014)"
"1019","beach|police|sex scene|spring break|vomiting","Comedy, Crime","$ 20342161","$ 10000000","English","USA",5.9,88,"2007-02-23","2007","Reno 911!: Miami (2007)"
